fold,speaker_id
1,YEM_TI_M034
1,YEM_TI_F013
2,YEM_AD_M026
2,YEM_AD_M025
2,YEM_AD_M031
2,YEM_AD_M047
2,YEM_AD_M024
2,YEM_AD_M019
2,YEM_AD_M033
2,YEM_BA_F009
2,YEM_BA_F006
2,YEM_BA_F001
2,YEM_BA_M025
2,YEM_BA_M031
2,YEM_BA_M050
2,YEM_BA_F011
2,YEM_HA_F004
2,YEM_HA_M030
2,YEM_HA_M032
2,YEM_HA_M037
2,YEM_HA_M019
2,YEM_HA_M039
2,YEM_HA_M041
2,YEM_SA_M026
2,YEM_SA_M018
2,YEM_SA_M049
2,YEM_SA_M048
2,YEM_SA_M039
2,YEM_SA_M043
2,YEM_SA_M029
2,YEM_SA_M028
2,YEM_SA_M041
2,YEM_SA_M033
2,YEM_ST_M024
2,YEM_ST_F006
2,YEM_ST_M040
2,YEM_ST_M035
2,YEM_ST_M027
2,YEM_ST_M034
2,YEM_ST_M030
2,YEM_TA_F015
2,YEM_TA_M025
2,YEM_TA_F003
2,YEM_TA_M023
2,YEM_TA_M038
2,YEM_TA_M034
2,YEM_TA_M039
2,YEM_TI_M025
2,YEM_TI_F009
2,YEM_TI_M049
2,YEM_TI_F004
2,YEM_TI_M043
2,YEM_TI_M016
2,YEM_TI_M045
2,YEM_TI_M033
3,YEM_AD_F013
3,YEM_AD_M027
3,YEM_AD_M042
3,YEM_AD_M047
3,YEM_AD_F003
3,YEM_AD_F008
3,YEM_AD_M036
3,YEM_BA_F009
3,YEM_BA_F006
3,YEM_BA_M035
3,YEM_BA_F004
3,YEM_BA_M031
3,YEM_BA_F011
3,YEM_BA_M042
3,YEM_HA_F007
3,YEM_HA_M030
3,YEM_HA_M027
3,YEM_HA_F003
3,YEM_HA_F008
3,YEM_HA_M029
3,YEM_HA_M021
3,YEM_SA_F006
3,YEM_SA_F002
3,YEM_SA_M044
3,YEM_SA_M047
3,YEM_SA_M043
3,YEM_SA_M022
3,YEM_SA_F001
3,YEM_SA_M040
3,YEM_SA_F007
3,YEM_SA_F013
3,YEM_ST_M041
3,YEM_ST_M038
3,YEM_ST_F002
3,YEM_ST_F011
3,YEM_ST_F007
3,YEM_ST_F009
3,YEM_ST_M030
3,YEM_TA_M025
3,YEM_TA_M019
3,YEM_TA_M042
3,YEM_TA_M026
3,YEM_TA_M017
3,YEM_TA_M031
3,YEM_TA_F005
3,YEM_TI_M024
3,YEM_TI_M019
3,YEM_TI_M048
3,YEM_TI_M018
3,YEM_TI_M016
3,YEM_TI_M039
3,YEM_TI_M029
3,YEM_TI_M033
4,YEM_AD_M026
4,YEM_AD_F005
4,YEM_AD_M031
4,YEM_AD_M037
4,YEM_AD_F010
4,YEM_AD_F011
4,YEM_AD_M041
4,YEM_BA_M018
4,YEM_BA_F006
4,YEM_BA_M035
4,YEM_BA_M026
4,YEM_BA_F015
4,YEM_BA_M047
4,YEM_BA_M034
4,YEM_HA_M020
4,YEM_HA_F011
4,YEM_HA_F012
4,YEM_HA_F008
4,YEM_HA_M040
4,YEM_HA_M023
4,YEM_HA_F005
4,YEM_SA_M045
4,YEM_SA_F006
4,YEM_SA_M020
4,YEM_SA_F010
4,YEM_SA_M043
4,YEM_SA_M037
4,YEM_SA_F001
4,YEM_SA_F003
4,YEM_SA_F007
4,YEM_SA_F014
4,YEM_ST_M041
4,YEM_ST_M039
4,YEM_ST_F006
4,YEM_ST_F012
4,YEM_ST_M026
4,YEM_ST_M033
4,YEM_ST_M019
4,YEM_TA_M025
4,YEM_TA_F001
4,YEM_TA_M043
4,YEM_TA_M024
4,YEM_TA_M017
4,YEM_TA_F011
4,YEM_TA_M048
4,YEM_TI_F007
4,YEM_TI_M026
4,YEM_TI_F003
4,YEM_TI_F002
4,YEM_TI_M035
4,YEM_TI_M042
4,YEM_TI_M044
4,YEM_TI_F013
5,YEM_AD_M032
5,YEM_AD_M025
5,YEM_AD_M049
5,YEM_AD_M047
5,YEM_AD_M016
5,YEM_AD_M019
5,YEM_AD_M046
5,YEM_BA_M040
5,YEM_BA_M038
5,YEM_BA_M024
5,YEM_BA_F005
5,YEM_BA_M020
5,YEM_BA_M034
5,YEM_BA_M050
5,YEM_HA_M045
5,YEM_HA_M028
5,YEM_HA_F012
5,YEM_HA_F006
5,YEM_HA_M017
5,YEM_HA_M036
5,YEM_HA_M042
5,YEM_SA_M027
5,YEM_SA_M045
5,YEM_SA_F010
5,YEM_SA_M019
5,YEM_SA_F015
5,YEM_SA_F012
5,YEM_SA_M030
5,YEM_SA_M024
5,YEM_SA_M032
5,YEM_SA_F013
5,YEM_ST_M024
5,YEM_ST_M039
5,YEM_ST_M047
5,YEM_ST_F011
5,YEM_ST_F007
5,YEM_ST_M022
5,YEM_ST_F015
5,YEM_TA_M019
5,YEM_TA_M025
5,YEM_TA_M041
5,YEM_TA_M026
5,YEM_TA_M038
5,YEM_TA_M029
5,YEM_TA_F007
5,YEM_TI_F009
5,YEM_TI_M024
5,YEM_TI_M037
5,YEM_TI_F005
5,YEM_TI_F014
5,YEM_TI_M041
5,YEM_TI_M033
5,YEM_TI_M031
6,YEM_AD_M020
6,YEM_AD_M039
6,YEM_AD_M042
6,YEM_AD_F014
6,YEM_AD_M016
6,YEM_AD_M045
6,YEM_AD_M050
6,YEM_BA_F007
6,YEM_BA_M030
6,YEM_BA_M036
6,YEM_BA_F002
6,YEM_BA_F013
6,YEM_BA_M042
6,YEM_BA_M049
6,YEM_HA_M025
6,YEM_HA_M046
6,YEM_HA_F012
6,YEM_HA_F003
6,YEM_HA_M031
6,YEM_HA_F010
6,YEM_HA_M041
6,YEM_SA_F005
6,YEM_SA_M026
6,YEM_SA_M020
6,YEM_SA_M044
6,YEM_SA_M039
6,YEM_SA_M022
6,YEM_SA_F004
6,YEM_SA_M029
6,YEM_SA_F013
6,YEM_SA_M033
6,YEM_ST_M023
6,YEM_ST_F001
6,YEM_ST_F002
6,YEM_ST_F011
6,YEM_ST_M028
6,YEM_ST_M021
6,YEM_ST_F015
6,YEM_TA_M020
6,YEM_TA_M018
6,YEM_TA_F004
6,YEM_TA_M026
6,YEM_TA_M016
6,YEM_TA_M031
6,YEM_TA_M039
6,YEM_TI_M023
6,YEM_TI_M025
6,YEM_TI_M037
6,YEM_TI_F001
6,YEM_TI_M040
6,YEM_TI_M016
6,YEM_TI_M045
6,YEM_TI_M033
7,YEM_AD_M020
7,YEM_AD_M029
7,YEM_AD_F002
7,YEM_AD_F015
7,YEM_AD_F004
7,YEM_AD_F011
7,YEM_AD_M036
7,YEM_BA_M021
7,YEM_BA_F006
7,YEM_BA_M035
7,YEM_BA_F005
7,YEM_BA_F010
7,YEM_BA_M037
7,YEM_BA_M050
7,YEM_HA_M020
7,YEM_HA_M046
7,YEM_HA_M034
7,YEM_HA_M031
7,YEM_HA_F003
7,YEM_HA_F013
7,YEM_HA_F002
7,YEM_SA_M045
7,YEM_SA_M046
7,YEM_SA_M047
7,YEM_SA_M048
7,YEM_SA_F011
7,YEM_SA_M021
7,YEM_SA_M025
7,YEM_SA_F001
7,YEM_SA_M042
7,YEM_SA_F007
7,YEM_ST_M023
7,YEM_ST_F001
7,YEM_ST_F006
7,YEM_ST_M046
7,YEM_ST_M026
7,YEM_ST_M021
7,YEM_ST_M020
7,YEM_TA_M019
7,YEM_TA_F001
7,YEM_TA_F004
7,YEM_TA_F008
7,YEM_TA_M045
7,YEM_TA_M029
7,YEM_TA_F006
7,YEM_TI_F009
7,YEM_TI_M023
7,YEM_TI_F004
7,YEM_TI_F002
7,YEM_TI_M039
7,YEM_TI_M016
7,YEM_TI_M031
7,YEM_TI_M045
8,YEM_AD_F013
8,YEM_AD_M025
8,YEM_AD_M031
8,YEM_AD_M047
8,YEM_AD_F010
8,YEM_AD_M022
8,YEM_AD_M036
8,YEM_BA_M040
8,YEM_BA_M038
8,YEM_BA_M043
8,YEM_BA_F004
8,YEM_BA_F012
8,YEM_BA_M050
8,YEM_BA_M033
8,YEM_HA_F007
8,YEM_HA_F011
8,YEM_HA_F009
8,YEM_HA_F008
8,YEM_HA_M037
8,YEM_HA_M029
8,YEM_HA_M021
8,YEM_SA_F005
8,YEM_SA_M018
8,YEM_SA_M020
8,YEM_SA_F009
8,YEM_SA_M043
8,YEM_SA_M036
8,YEM_SA_M040
8,YEM_SA_M028
8,YEM_SA_M035
8,YEM_SA_F014
8,YEM_ST_F004
8,YEM_ST_M047
8,YEM_ST_F005
8,YEM_ST_F012
8,YEM_ST_M026
8,YEM_ST_F009
8,YEM_ST_M030
8,YEM_TA_F002
8,YEM_TA_M033
8,YEM_TA_M044
8,YEM_TA_F008
8,YEM_TA_M037
8,YEM_TA_M032
8,YEM_TA_F006
8,YEM_TI_M023
8,YEM_TI_F009
8,YEM_TI_M018
8,YEM_TI_M048
8,YEM_TI_F014
8,YEM_TI_M017
8,YEM_TI_M032
8,YEM_TI_M033
9,YEM_AD_M026
9,YEM_AD_M038
9,YEM_AD_M030
9,YEM_AD_F015
9,YEM_AD_M017
9,YEM_AD_M045
9,YEM_AD_M041
9,YEM_BA_M018
9,YEM_BA_M038
9,YEM_BA_F003
9,YEM_BA_F002
9,YEM_BA_M032
9,YEM_BA_M049
9,YEM_BA_F011
9,YEM_HA_M025
9,YEM_HA_M030
9,YEM_HA_M032
9,YEM_HA_F003
9,YEM_HA_M017
9,YEM_HA_F010
9,YEM_HA_M043
9,YEM_SA_F005
9,YEM_SA_F002
9,YEM_SA_M044
9,YEM_SA_M020
9,YEM_SA_F015
9,YEM_SA_F011
9,YEM_SA_F004
9,YEM_SA_M030
9,YEM_SA_M033
9,YEM_SA_F013
9,YEM_ST_M043
9,YEM_ST_M047
9,YEM_ST_F002
9,YEM_ST_M050
9,YEM_ST_M044
9,YEM_ST_M032
9,YEM_ST_M018
9,YEM_TA_M018
9,YEM_TA_M033
9,YEM_TA_M041
9,YEM_TA_M021
9,YEM_TA_M037
9,YEM_TA_M035
9,YEM_TA_M040
9,YEM_TI_M025
9,YEM_TI_F007
9,YEM_TI_M046
9,YEM_TI_F004
9,YEM_TI_M042
9,YEM_TI_M043
9,YEM_TI_M029
9,YEM_TI_F011
10,YEM_AD_M026
10,YEM_AD_M027
10,YEM_AD_M049
10,YEM_AD_F015
10,YEM_AD_F003
10,YEM_AD_F008
10,YEM_AD_M028
10,YEM_BA_M023
10,YEM_BA_F006
10,YEM_BA_M036
10,YEM_BA_M044
10,YEM_BA_F015
10,YEM_BA_M042
10,YEM_BA_M047
10,YEM_HA_M044
10,YEM_HA_M026
10,YEM_HA_M027
10,YEM_HA_M040
10,YEM_HA_M031
10,YEM_HA_M039
10,YEM_HA_M042
10,YEM_SA_F002
10,YEM_SA_M026
10,YEM_SA_M047
10,YEM_SA_F010
10,YEM_SA_M021
10,YEM_SA_F015
10,YEM_SA_M029
10,YEM_SA_M030
10,YEM_SA_M023
10,YEM_SA_M035
10,YEM_ST_F003
10,YEM_ST_M038
10,YEM_ST_M039
10,YEM_ST_M046
10,YEM_ST_M027
10,YEM_ST_M033
10,YEM_ST_F015
10,YEM_TA_M027
10,YEM_TA_F002
10,YEM_TA_F003
10,YEM_TA_M024
10,YEM_TA_F010
10,YEM_TA_M035
10,YEM_TA_F005
10,YEM_TI_M023
10,YEM_TI_M026
10,YEM_TI_F003
10,YEM_TI_F004
10,YEM_TI_M042
10,YEM_TI_M038
10,YEM_TI_F012
10,YEM_TI_M044
11,YEM_AD_M021
11,YEM_AD_F005
11,YEM_AD_F002
11,YEM_AD_M037
11,YEM_AD_F001
11,YEM_AD_M019
11,YEM_AD_M036
11,YEM_BA_M041
11,YEM_BA_M019
11,YEM_BA_F001
11,YEM_BA_M044
11,YEM_BA_F010
11,YEM_BA_F011
11,YEM_BA_M042
11,YEM_HA_M045
11,YEM_HA_M030
11,YEM_HA_M033
11,YEM_HA_M037
11,YEM_HA_F008
11,YEM_HA_M023
11,YEM_HA_M042
11,YEM_SA_M045
11,YEM_SA_M027
11,YEM_SA_M050
11,YEM_SA_F009
11,YEM_SA_M036
11,YEM_SA_M039
11,YEM_SA_M031
11,YEM_SA_M030
11,YEM_SA_M042
11,YEM_SA_M034
11,YEM_ST_M025
11,YEM_ST_F005
11,YEM_ST_M047
11,YEM_ST_M037
11,YEM_ST_M045
11,YEM_ST_F010
11,YEM_ST_M019
11,YEM_TA_M018
11,YEM_TA_F001
11,YEM_TA_M041
11,YEM_TA_M026
11,YEM_TA_F010
11,YEM_TA_M030
11,YEM_TA_F006
11,YEM_TI_M021
11,YEM_TI_F007
11,YEM_TI_M047
11,YEM_TI_M027
11,YEM_TI_F014
11,YEM_TI_M043
11,YEM_TI_M029
11,YEM_TI_F011
12,YEM_AD_F009
12,YEM_AD_M034
12,YEM_AD_F002
12,YEM_AD_F015
12,YEM_AD_F001
12,YEM_AD_M022
12,YEM_AD_M033
12,YEM_BA_M022
12,YEM_BA_M030
12,YEM_BA_M024
12,YEM_BA_M044
12,YEM_BA_M020
12,YEM_BA_F011
12,YEM_BA_M042
12,YEM_HA_M020
12,YEM_HA_M026
12,YEM_HA_M032
12,YEM_HA_F003
12,YEM_HA_M031
12,YEM_HA_M036
12,YEM_HA_F014
12,YEM_SA_M016
12,YEM_SA_M018
12,YEM_SA_M049
12,YEM_SA_F010
12,YEM_SA_M036
12,YEM_SA_M038
12,YEM_SA_F003
12,YEM_SA_M040
12,YEM_SA_M023
12,YEM_SA_F007
12,YEM_ST_M043
12,YEM_ST_M049
12,YEM_ST_F001
12,YEM_ST_M046
12,YEM_ST_M044
12,YEM_ST_M032
12,YEM_ST_M020
12,YEM_TA_F014
12,YEM_TA_F001
12,YEM_TA_F003
12,YEM_TA_M023
12,YEM_TA_F009
12,YEM_TA_M031
12,YEM_TA_F007
12,YEM_TI_F007
12,YEM_TI_M022
12,YEM_TI_M049
12,YEM_TI_M050
12,YEM_TI_F014
12,YEM_TI_F015
12,YEM_TI_F012
12,YEM_TI_F010
13,YEM_AD_M023
13,YEM_AD_M027
13,YEM_AD_M031
13,YEM_AD_F015
13,YEM_AD_M016
13,YEM_AD_M019
13,YEM_AD_M041
13,YEM_BA_M021
13,YEM_BA_M038
13,YEM_BA_M043
13,YEM_BA_F005
13,YEM_BA_M020
13,YEM_BA_M034
13,YEM_BA_M046
13,YEM_HA_F001
13,YEM_HA_M028
13,YEM_HA_M027
13,YEM_HA_M017
13,YEM_HA_M037
13,YEM_HA_M023
13,YEM_HA_M041
13,YEM_SA_M046
13,YEM_SA_F006
13,YEM_SA_F009
13,YEM_SA_M020
13,YEM_SA_F015
13,YEM_SA_M039
13,YEM_SA_M028
13,YEM_SA_M031
13,YEM_SA_M034
13,YEM_SA_M042
13,YEM_ST_M023
13,YEM_ST_M039
13,YEM_ST_M048
13,YEM_ST_F011
13,YEM_ST_M044
13,YEM_ST_M034
13,YEM_ST_F015
13,YEM_TA_F015
13,YEM_TA_F014
13,YEM_TA_M044
13,YEM_TA_F008
13,YEM_TA_M037
13,YEM_TA_F012
13,YEM_TA_M039
13,YEM_TI_M020
13,YEM_TI_F007
13,YEM_TI_M050
13,YEM_TI_M048
13,YEM_TI_M017
13,YEM_TI_M038
13,YEM_TI_F012
13,YEM_TI_M032
14,YEM_AD_F013
14,YEM_AD_M029
14,YEM_AD_M030
14,YEM_AD_F015
14,YEM_AD_M024
14,YEM_AD_F012
14,YEM_AD_M041
14,YEM_BA_F007
14,YEM_BA_M019
14,YEM_BA_M036
14,YEM_BA_M017
14,YEM_BA_F014
14,YEM_BA_M037
14,YEM_BA_M049
14,YEM_HA_F001
14,YEM_HA_M048
14,YEM_HA_M032
14,YEM_HA_M018
14,YEM_HA_M037
14,YEM_HA_F010
14,YEM_HA_F002
14,YEM_SA_F005
14,YEM_SA_M045
14,YEM_SA_M019
14,YEM_SA_M044
14,YEM_SA_F012
14,YEM_SA_M039
14,YEM_SA_M024
14,YEM_SA_F003
14,YEM_SA_M023
14,YEM_SA_M033
14,YEM_ST_M023
14,YEM_ST_M040
14,YEM_ST_M047
14,YEM_ST_M037
14,YEM_ST_M026
14,YEM_ST_M032
14,YEM_ST_M020
14,YEM_TA_M018
14,YEM_TA_F001
14,YEM_TA_M043
14,YEM_TA_F013
14,YEM_TA_F010
14,YEM_TA_M034
14,YEM_TA_F005
14,YEM_TI_M021
14,YEM_TI_F006
14,YEM_TI_M050
14,YEM_TI_M047
14,YEM_TI_M039
14,YEM_TI_M035
14,YEM_TI_F013
14,YEM_TI_F012
15,YEM_AD_F007
15,YEM_AD_F005
15,YEM_AD_M031
15,YEM_AD_M044
15,YEM_AD_M024
15,YEM_AD_M040
15,YEM_AD_M050
15,YEM_BA_M021
15,YEM_BA_F008
15,YEM_BA_M036
15,YEM_BA_M017
15,YEM_BA_M031
15,YEM_BA_M049
15,YEM_BA_M047
15,YEM_HA_M025
15,YEM_HA_M026
15,YEM_HA_F009
15,YEM_HA_M040
15,YEM_HA_F003
15,YEM_HA_M047
15,YEM_HA_M042
15,YEM_SA_M017
15,YEM_SA_M046
15,YEM_SA_F010
15,YEM_SA_F008
15,YEM_SA_M037
15,YEM_SA_M021
15,YEM_SA_F004
15,YEM_SA_M031
15,YEM_SA_M032
15,YEM_SA_M042
15,YEM_ST_M042
15,YEM_ST_M049
15,YEM_ST_F006
15,YEM_ST_F013
15,YEM_ST_M027
15,YEM_ST_M033
15,YEM_ST_M020
15,YEM_TA_M018
15,YEM_TA_F001
15,YEM_TA_M044
15,YEM_TA_M023
15,YEM_TA_M038
15,YEM_TA_F012
15,YEM_TA_F005
15,YEM_TI_M026
15,YEM_TI_M019
15,YEM_TI_M018
15,YEM_TI_F003
15,YEM_TI_M043
15,YEM_TI_M036
15,YEM_TI_F010
15,YEM_TI_M029
16,YEM_AD_M023
16,YEM_AD_M038
16,YEM_AD_F006
16,YEM_AD_F014
16,YEM_AD_M016
16,YEM_AD_F012
16,YEM_AD_M050
16,YEM_BA_F007
16,YEM_BA_M030
16,YEM_BA_F003
16,YEM_BA_F004
16,YEM_BA_F015
16,YEM_BA_M050
16,YEM_BA_M033
16,YEM_HA_M045
16,YEM_HA_M046
16,YEM_HA_M027
16,YEM_HA_M017
16,YEM_HA_F006
16,YEM_HA_M023
16,YEM_HA_F002
16,YEM_SA_F002
16,YEM_SA_M017
16,YEM_SA_M019
16,YEM_SA_F009
16,YEM_SA_M037
16,YEM_SA_F011
16,YEM_SA_F004
16,YEM_SA_M031
16,YEM_SA_M032
16,YEM_SA_M034
16,YEM_ST_M024
16,YEM_ST_F002
16,YEM_ST_M039
16,YEM_ST_M035
16,YEM_ST_M017
16,YEM_ST_M033
16,YEM_ST_M031
16,YEM_TA_F002
16,YEM_TA_F001
16,YEM_TA_M036
16,YEM_TA_M023
16,YEM_TA_M046
16,YEM_TA_F011
16,YEM_TA_F006
16,YEM_TI_M022
16,YEM_TI_F008
16,YEM_TI_M049
16,YEM_TI_M050
16,YEM_TI_F014
16,YEM_TI_M017
16,YEM_TI_M044
16,YEM_TI_M028
17,YEM_AD_F013
17,YEM_AD_M027
17,YEM_AD_F006
17,YEM_AD_F015
17,YEM_AD_M024
17,YEM_AD_F012
17,YEM_AD_M036
17,YEM_BA_M041
17,YEM_BA_M030
17,YEM_BA_M045
17,YEM_BA_M044
17,YEM_BA_M020
17,YEM_BA_M047
17,YEM_BA_M049
17,YEM_HA_F004
17,YEM_HA_M030
17,YEM_HA_M035
17,YEM_HA_F006
17,YEM_HA_M031
17,YEM_HA_M036
17,YEM_HA_F014
17,YEM_SA_F005
17,YEM_SA_M045
17,YEM_SA_M019
17,YEM_SA_M050
17,YEM_SA_M038
17,YEM_SA_M036
17,YEM_SA_M028
17,YEM_SA_M025
17,YEM_SA_M042
17,YEM_SA_F013
17,YEM_ST_M041
17,YEM_ST_F005
17,YEM_ST_M038
17,YEM_ST_M046
17,YEM_ST_F007
17,YEM_ST_M022
17,YEM_ST_M018
17,YEM_TA_F001
17,YEM_TA_M027
17,YEM_TA_M042
17,YEM_TA_M026
17,YEM_TA_F009
17,YEM_TA_M035
17,YEM_TA_M048
17,YEM_TI_M024
17,YEM_TI_M026
17,YEM_TI_M037
17,YEM_TI_M047
17,YEM_TI_F015
17,YEM_TI_M038
17,YEM_TI_M033
17,YEM_TI_F010
18,YEM_AD_F013
18,YEM_AD_M027
18,YEM_AD_M042
18,YEM_AD_M044
18,YEM_AD_F001
18,YEM_AD_M022
18,YEM_AD_M050
18,YEM_BA_M022
18,YEM_BA_M019
18,YEM_BA_F001
18,YEM_BA_F004
18,YEM_BA_F014
18,YEM_BA_M050
18,YEM_BA_M048
18,YEM_HA_M045
18,YEM_HA_F011
18,YEM_HA_F009
18,YEM_HA_M016
18,YEM_HA_M040
18,YEM_HA_M049
18,YEM_HA_F014
18,YEM_SA_F006
18,YEM_SA_F002
18,YEM_SA_M019
18,YEM_SA_M048
18,YEM_SA_M021
18,YEM_SA_F011
18,YEM_SA_M028
18,YEM_SA_M025
18,YEM_SA_M035
18,YEM_SA_M041
18,YEM_ST_M023
18,YEM_ST_M049
18,YEM_ST_F006
18,YEM_ST_F011
18,YEM_ST_F007
18,YEM_ST_F009
18,YEM_ST_M018
18,YEM_TA_F014
18,YEM_TA_M020
18,YEM_TA_M041
18,YEM_TA_F008
18,YEM_TA_M045
18,YEM_TA_M035
18,YEM_TA_M040
18,YEM_TI_M019
18,YEM_TI_M021
18,YEM_TI_F005
18,YEM_TI_M027
18,YEM_TI_M040
18,YEM_TI_M036
18,YEM_TI_M034
18,YEM_TI_M033
19,YEM_AD_M032
19,YEM_AD_M025
19,YEM_AD_F002
19,YEM_AD_M037
19,YEM_AD_F001
19,YEM_AD_M045
19,YEM_AD_M033
19,YEM_BA_F009
19,YEM_BA_M038
19,YEM_BA_M035
19,YEM_BA_F002
19,YEM_BA_M020
19,YEM_BA_M034
19,YEM_BA_M042
19,YEM_HA_M045
19,YEM_HA_M028
19,YEM_HA_M034
19,YEM_HA_M017
19,YEM_HA_M019
19,YEM_HA_M049
19,YEM_HA_M041
19,YEM_SA_F005
19,YEM_SA_F006
19,YEM_SA_F009
19,YEM_SA_M044
19,YEM_SA_M022
19,YEM_SA_M036
19,YEM_SA_M028
19,YEM_SA_M024
19,YEM_SA_F007
19,YEM_SA_M034
19,YEM_ST_M041
19,YEM_ST_F001
19,YEM_ST_M048
19,YEM_ST_F012
19,YEM_ST_M026
19,YEM_ST_M032
19,YEM_ST_M019
19,YEM_TA_M018
19,YEM_TA_M033
19,YEM_TA_M041
19,YEM_TA_M021
19,YEM_TA_M045
19,YEM_TA_M029
19,YEM_TA_F006
19,YEM_TI_F008
19,YEM_TI_F007
19,YEM_TI_F005
19,YEM_TI_F003
19,YEM_TI_M042
19,YEM_TI_M016
19,YEM_TI_M033
19,YEM_TI_M045
